model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,model_encoded,transmission_encoded,fuelType_encoded
 3 Series,0.4955798654065009,33840,Automatic,-0.8493266190057055,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,0,2
 X3,0.4955798654065009,38020,Automatic,-0.8493266190057055,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 X3,0.4955798654065009,37830,Automatic,-0.8493266190057055,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 1 Series,0.4955798654065009,28000,Automatic,-0.8493266190057055,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,0,0,0
 3 Series,0.4955798654065009,34370,Automatic,-0.8493266190057055,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,26780,Manual,-0.8493266190057055,Diesel,0.0,0.16146776906655572,-0.27186395379305184,0,1,0
 4 Series,0.4955798654065009,29806,Automatic,-0.7495571493403655,Petrol,0.0,-1.054926694562363,1.8344460892255559,3,0,2
 X4,0.4955798654065009,40016,Automatic,-0.4227238735493863,Petrol,0.0,-2.559957132611703,1.8344460892255559,14,0,2
 1 Series,-0.932718708948922,21972,Automatic,0.7771249516788694,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,0,2
 X3,0.4955798654065009,31466,Automatic,-0.4605133581277392,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 2 Series,0.4955798654065009,22516,Automatic,-0.5164130282220155,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,1,0,2
 2 Series,-0.932718708948922,14951,Manual,0.638977579855237,Petrol,0.0,0.37794474988187193,-1.3250189753023558,1,1,2
 X2,0.4955798654065009,30266,Automatic,-0.8493266190057055,Diesel,0.0,0.7387397179073987,-0.27186395379305184,12,0,0
 X2,0.4955798654065009,26930,Semi-Auto,-0.5938880095807493,Petrol,0.0,-1.168319398798957,-0.27186395379305184,12,2,2
 2 Series,0.4955798654065009,19420,Manual,-0.5565561831201273,Petrol,0.0,-0.7869075754576857,-1.3250189753023558,1,1,2
 2 Series,0.4955798654065009,21920,Semi-Auto,-0.39578742433436664,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,2,0
 2 Series,0.4955798654065009,24440,Semi-Auto,-0.4886920222337428,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,2,0
 X1,0.4955798654065009,25020,Semi-Auto,-0.5175898633818949,Petrol,0.0,-1.395104807272145,-0.27186395379305184,11,2,2
 X6,-0.21856942177121053,39589,Semi-Auto,-0.030445486922885952,Diesel,0.0,-1.1167772605095962,1.8344460892255559,16,2,0
 3 Series,0.4955798654065009,34280,Automatic,-0.8493266190057055,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,27730,Manual,-0.8493266190057055,Diesel,0.0,0.16146776906655572,-0.27186395379305184,0,1,0
 3 Series,0.4955798654065009,33910,Automatic,-0.8493266190057055,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,2,0,0
 2 Series,0.4955798654065009,24626,Automatic,-0.8493266190057055,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,0,0
 1 Series,0.4955798654065009,26310,Manual,-0.8493266190057055,Diesel,0.0,0.16146776906655572,-0.27186395379305184,0,1,0
 Z4,0.4955798654065009,30990,Semi-Auto,-0.7011761483230972,Petrol,0.0,-1.343562668982784,-0.27186395379305184,17,2,2
 X3,0.4955798654065009,30200,Semi-Auto,0.4446690190129104,Petrol,0.0,-2.1991621645861765,-0.27186395379305184,13,2,2
 3 Series,-0.21856942177121053,21800,Semi-Auto,1.5650814709493,Diesel,0.0,-0.03439235643301584,1.8344460892255559,2,2,0
 3 Series,-0.21856942177121053,24991,Semi-Auto,-0.5145823957510918,Diesel,0.0,0.4913374541184662,1.8344460892255559,2,2,0
 X1,-0.21856942177121053,18502,Manual,-0.02050776779501461,Diesel,0.0,1.7695824836946188,-0.27186395379305184,11,1,0
 4 Series,0.4955798654065009,27003,Manual,-0.8493266190057055,Diesel,0.0,1.1407683965644142,-0.27186395379305184,3,1,0
 5 Series,0.4955798654065009,35810,Automatic,-0.8493266190057055,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,4,0,2
 X3,0.4955798654065009,38900,Automatic,-0.8493266190057055,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 3 Series,0.4955798654065009,36990,Semi-Auto,-0.6284738873349858,Diesel,0.0,-0.3951873244585426,1.8344460892255559,2,2,0
 7 Series,-0.932718708948922,27100,Semi-Auto,1.3874447415385998,Diesel,0.0,0.2645520456452776,1.8344460892255559,6,2,0
 X1,0.4955798654065009,27450,Automatic,-0.8493266190057055,Petrol,0.0,-0.5601221669844979,-1.3250189753023558,11,0,2
 X1,0.4955798654065009,28410,Automatic,-0.8493266190057055,Diesel,0.0,0.8624408498018653,-0.27186395379305184,11,0,0
 X3,0.4955798654065009,31276,Automatic,-0.37715420096960783,Petrol,0.0,-2.1991621645861765,-0.27186395379305184,13,0,2
 X5,0.4955798654065009,44036,Automatic,-0.10968572102143903,Diesel,0.0,-1.446646945561506,1.8344460892255559,15,0,0
 1 Series,1.2097291525842124,26991,Semi-Auto,-0.7266088637227153,Diesel,0.0,0.6150385860129328,-1.3250189753023558,0,2,0
 X1,1.2097291525842124,29991,Semi-Auto,-0.7266088637227153,Diesel,0.0,-1.1167772605095962,-0.27186395379305184,11,2,0
 5 Series,0.4955798654065009,31030,Automatic,-0.8493266190057055,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,4,0,0
 4 Series,0.4955798654065009,22726,Automatic,-0.20442095139173885,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,0,0
 X2,0.4955798654065009,23976,Automatic,-0.7920539745582365,Petrol,0.0,-1.343562668982784,-0.27186395379305184,12,0,2
 2 Series,0.4955798654065009,24180,Semi-Auto,-0.5957840217827773,Diesel,0.0,-0.4776547457215199,-0.27186395379305184,1,2,0
 2 Series,0.4955798654065009,22050,Semi-Auto,-0.5639440927349264,Petrol,0.0,-1.2301699647461906,-1.3250189753023558,1,2,2
 2 Series,0.4955798654065009,28861,Automatic,-0.8493266190057055,Petrol,0.0,-1.2301699647461906,1.8344460892255559,1,0,2
 3 Series,0.4955798654065009,34790,Automatic,-0.8493266190057055,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,2,0,0
 4 Series,0.4955798654065009,30766,Automatic,-0.8493266190057055,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,0,0
 X2,0.4955798654065009,26972,Automatic,-0.8493266190057055,Petrol,0.0,-1.343562668982784,-0.27186395379305184,12,0,2
 X1,-0.932718708948922,20251,Semi-Auto,0.09704498873072666,Diesel,0.0,0.8624408498018653,-0.27186395379305184,11,2,0
 X1,0.4955798654065009,27440,Manual,-0.8493266190057055,Petrol,0.0,-1.2301699647461906,-1.3250189753023558,11,1,2
 2 Series,0.4955798654065009,22646,Manual,-0.8493266190057055,Petrol,0.0,0.05838349248783377,-1.3250189753023558,1,1,2
 3 Series,-0.21856942177121053,18010,Manual,1.4988518033405258,Diesel,0.0,0.7387397179073987,-0.27186395379305184,2,1,0
 X3,0.4955798654065009,30200,Semi-Auto,0.29638778886809325,Petrol,0.0,-2.1991621645861765,-0.27186395379305184,13,2,2
 X1,0.4955798654065009,28180,Automatic,-0.8493266190057055,Petrol,0.0,-1.2301699647461906,-1.3250189753023558,11,0,2
 X1,0.4955798654065009,28190,Automatic,-0.8493266190057055,Petrol,0.0,-1.2301699647461906,-1.3250189753023558,11,0,2
 4 Series,0.4955798654065009,30331,Automatic,-0.8493266190057055,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,3,0,2
 4 Series,0.4955798654065009,35045,Automatic,-0.8493266190057055,Diesel,0.0,-0.13747663301173776,1.8344460892255559,3,0,0
 4 Series,0.4955798654065009,29631,Automatic,-0.8493266190057055,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,0,0
 4 Series,0.4955798654065009,28088,Automatic,-0.8493266190057055,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,3,0,2
 5 Series,1.2097291525842124,27090,Semi-Auto,-0.6502453377927565,Hybrid,0.0,-0.21994405427471503,-0.27186395379305184,4,2,1
 4 Series,0.4955798654065009,32810,Automatic,-0.2920297910716573,Petrol,0.0,-1.054926694562363,1.8344460892255559,3,0,2
 X2,0.4955798654065009,25820,Automatic,-0.45815968780798016,Diesel,0.0,0.9964504093542036,-0.27186395379305184,12,0,0
 X4,0.4955798654065009,41530,Automatic,-0.5958494015138818,Diesel,0.0,-1.498189083850867,1.8344460892255559,14,0,0
 2 Series,0.4955798654065009,23489,Automatic,-0.8493266190057055,Diesel,0.0,1.4397127986427083,-0.27186395379305184,1,0,0
 X3,0.4955798654065009,32376,Automatic,-0.6946381752126555,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 5 Series,0.4955798654065009,30890,Automatic,-0.8493266190057055,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,4,0,2
 4 Series,0.4955798654065009,29361,Automatic,-0.8493266190057055,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,0,0
 5 Series,0.4955798654065009,29830,Automatic,-0.8493266190057055,Petrol,0.0,-0.13747663301173776,-0.27186395379305184,4,0,2
 X1,0.4955798654065009,23991,Manual,-0.5644671305837617,Petrol,0.0,-0.03439235643301584,-1.3250189753023558,11,1,2
 1 Series,0.4955798654065009,24160,Manual,-0.5186359390795656,Petrol,0.0,-1.054926694562363,-1.3250189753023558,0,1,2
 1 Series,0.4955798654065009,31070,Automatic,-0.4650899393050483,Petrol,0.0,-1.7765166306134166,-0.27186395379305184,0,0,2
 1 Series,1.2097291525842124,29980,Semi-Auto,-0.572181938854083,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,0,2,0
 1 Series,-0.932718708948922,22390,Semi-Auto,0.35287587654230934,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,2,2
 2 Series,0.4955798654065009,21356,Semi-Auto,0.12371991902132869,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,1,2,2
 2 Series,0.4955798654065009,21030,Automatic,-0.3514599666455721,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,0,0
 3 Series,0.4955798654065009,28820,Manual,-0.8493266190057055,Diesel,0.0,0.4913374541184662,-0.27186395379305184,2,1,0
 2 Series,0.4955798654065009,21858,Manual,-0.8493266190057055,Diesel,0.0,0.9964504093542036,-0.27186395379305184,1,1,0
 1 Series,-0.932718708948922,20481,Manual,0.7771249516788694,Petrol,0.0,-1.6012733604295888,1.8344460892255559,0,1,2
 5 Series,-0.932718708948922,25372,Semi-Auto,-0.3016406115440065,Diesel,0.0,0.8624408498018653,-0.27186395379305184,4,2,0
 4 Series,1.2097291525842124,32148,Semi-Auto,-0.8563222502338781,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,2,0
 X2,0.4955798654065009,30571,Automatic,-0.8493266190057055,Diesel,0.0,0.7387397179073987,-0.27186395379305184,12,0,0
 2 Series,0.4955798654065009,23322,Manual,-0.8493266190057055,Petrol,0.0,0.05838349248783377,-1.3250189753023558,1,1,2
 5 Series,-0.932718708948922,20762,Semi-Auto,0.2926611441951415,Diesel,0.0,1.7695824836946188,-0.27186395379305184,4,2,0
 1 Series,0.4955798654065009,26720,Manual,-0.6148095235341626,Diesel,0.0,0.16146776906655572,-0.27186395379305184,0,1,0
 2 Series,0.4955798654065009,25260,Semi-Auto,-0.6156594600385201,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,1,2,2
 3 Series,-3.075166570482056,14972,Semi-Auto,1.318926783341171,Diesel,0.0,0.37794474988187193,-0.27186395379305184,2,2,0
 X2,0.4955798654065009,25526,Semi-Auto,-0.519943533701654,Diesel,0.0,0.9964504093542036,-0.27186395379305184,12,2,0
 5 Series,0.4955798654065009,37220,Automatic,-0.8493266190057055,Diesel,0.0,0.8624408498018653,1.8344460892255559,4,0,0
 X2,0.4955798654065009,22790,Automatic,-0.3031443453594081,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,12,0,0
 1 Series,0.4955798654065009,27860,Automatic,0.06755873000263472,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,0,0,0
 3 Series,0.4955798654065009,35250,Automatic,-0.8493266190057055,Diesel,0.0,-0.3951873244585426,1.8344460892255559,2,0,0
 2 Series,0.4955798654065009,24269,Automatic,-0.8493266190057055,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,0,0
 1 Series,0.4955798654065009,27410,Automatic,-0.8493266190057055,Diesel,0.0,-0.03439235643301584,-0.27186395379305184,0,0,0
 3 Series,0.4955798654065009,37340,Automatic,-0.8493266190057055,Diesel,0.0,-0.3951873244585426,1.8344460892255559,2,0,0
 2 Series,0.4955798654065009,21773,Automatic,-0.8493266190057055,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,0,0
 3 Series,0.4955798654065009,31790,Automatic,-0.8493266190057055,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,0,2
 5 Series,-0.21856942177121053,24862,Automatic,-0.1708811493351731,Diesel,0.0,1.4397127986427083,-0.27186395379305184,4,0,0
 6 Series,-0.932718708948922,24622,Automatic,0.8425046827832862,Diesel,0.0,-0.21994405427471503,1.8344460892255559,5,0,0
 3 Series,0.4955798654065009,29450,Automatic,-0.8493266190057055,Diesel,0.0,0.2645520456452776,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,24142,Semi-Auto,0.18870737173911892,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,2,2
 2 Series,0.4955798654065009,22773,Automatic,-0.8493266190057055,Diesel,0.0,-0.21994405427471503,-0.27186395379305184,1,0,0
 3 Series,0.4955798654065009,27900,Manual,-0.8493266190057055,Diesel,0.0,0.9964504093542036,-0.27186395379305184,2,1,0
 3 Series,0.4955798654065009,20966,Automatic,-0.23089974248902764,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,2,0,2
 M4,-0.21856942177121053,38776,Manual,-0.27751549076647675,Petrol,0.0,-2.023918894402349,1.8344460892255559,9,1,2
 X3,0.4955798654065009,32822,Semi-Auto,-0.5598905494064526,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 X1,0.4955798654065009,23516,Automatic,-0.5446570720591235,Petrol,0.0,-0.5601221669844979,-1.3250189753023558,11,0,2
 2 Series,0.4955798654065009,26706,Semi-Auto,-0.8541647191074323,Diesel,0.0,0.6150385860129328,-0.27186395379305184,1,2,0
 X3,0.4955798654065009,32226,Automatic,-0.5306658096027783,Petrol,0.0,-2.1991621645861765,-0.27186395379305184,13,0,2
 3 Series,0.4955798654065009,33990,Automatic,-0.4898688573936223,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 1 Series,-0.21856942177121053,17595,Semi-Auto,0.8600264507192699,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,0,2,2
 2 Series,0.4955798654065009,21176,Manual,-0.8493266190057055,Diesel,0.0,1.4397127986427083,-0.27186395379305184,1,1,0
 1 Series,0.4955798654065009,21480,Automatic,-0.8493266190057055,Diesel,0.0,1.6046476411686628,-0.27186395379305184,0,0,0
 X3,0.4955798654065009,38330,Automatic,-0.8493266190057055,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 3 Series,-0.932718708948922,22998,Semi-Auto,0.8153720943749533,Diesel,0.0,-0.03439235643301584,1.8344460892255559,2,2,0
 1 Series,-0.932718708948922,19498,Manual,0.7877818478488894,Petrol,0.0,-1.6012733604295888,1.8344460892255559,0,1,2
 1 Series,-0.932718708948922,21498,Semi-Auto,0.5524801956040936,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,2,2
 4 Series,-0.932718708948922,19298,Semi-Auto,0.9156646018891285,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,2,0
 2 Series,0.4955798654065009,23462,Automatic,-0.8493266190057055,Diesel,0.0,1.6046476411686628,-0.27186395379305184,1,0,0
 2 Series,0.4955798654065009,22292,Manual,-0.8493266190057055,Diesel,0.0,1.2850863837746254,-0.27186395379305184,1,1,0
 2 Series,0.4955798654065009,22770,Manual,-0.8493266190057055,Diesel,0.0,1.2850863837746254,-0.27186395379305184,1,1,0
 3 Series,0.4955798654065009,32060,Automatic,-0.8493266190057055,Diesel,0.0,0.8624408498018653,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,20760,Automatic,-0.8493266190057055,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,0,0,2
 2 Series,0.4955798654065009,23159,Automatic,-0.8493266190057055,Petrol,0.0,-0.13747663301173776,-1.3250189753023558,1,0,2
 5 Series,0.4955798654065009,41550,Automatic,-0.8493266190057055,Petrol,0.0,-1.2920205306934232,1.8344460892255559,4,0,2
 2 Series,0.4955798654065009,22291,Manual,-0.8493266190057055,Diesel,0.0,1.2850863837746254,-0.27186395379305184,1,1,0
 2 Series,0.4955798654065009,23966,Automatic,-0.8493266190057055,Diesel,0.0,1.6046476411686628,-0.27186395379305184,1,0,0
 2 Series,0.4955798654065009,23976,Automatic,-0.8560607313094604,Diesel,0.0,1.6046476411686628,-0.27186395379305184,1,0,0
 1 Series,0.4955798654065009,19840,Semi-Auto,-0.525435431114425,Petrol,0.0,0.38825317753974425,-1.3250189753023558,0,2,2
 X3,0.4955798654065009,33313,Semi-Auto,-0.5305350501405695,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 3 Series,0.4955798654065009,40602,Semi-Auto,-0.5971569961359702,Petrol,0.0,-1.735282919981928,1.8344460892255559,2,2,2
 3 Series,0.4955798654065009,36531,Semi-Auto,-0.4095171678662941,Petrol,0.0,-1.168319398798957,-0.27186395379305184,2,2,2
 X2,0.4955798654065009,27982,Semi-Auto,-0.5785891525023158,Petrol,0.0,-1.2920205306934232,-0.27186395379305184,12,2,2
 1 Series,-0.932718708948922,20990,Semi-Auto,1.0997085449480617,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,2,2
 X3,0.4955798654065009,33990,Automatic,-0.7314469638244421,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 2 Series,0.4955798654065009,27990,Semi-Auto,-0.6131096505254479,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,1,2,0
 Z4,0.4955798654065009,31990,Automatic,-0.12361160374667979,Petrol,0.0,-1.498189083850867,-0.27186395379305184,17,0,2
 4 Series,-3.7893158576597674,12982,Semi-Auto,2.2711825668770005,Petrol,0.0,-0.4776547457215199,-0.27186395379305184,3,2,2
 2 Series,-1.6468679961266333,17336,Automatic,0.6483268814031685,Diesel,0.0,0.37794474988187193,-0.27186395379305184,1,0,0
 X4,0.4955798654065009,42982,Automatic,-0.25907840659503123,Diesel,0.0,-1.498189083850867,1.8344460892255559,14,0,0
 X1,0.4955798654065009,26970,Semi-Auto,-0.15584381118115723,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,11,2,0
 2 Series,0.4955798654065009,18480,Manual,-0.67620109104121,Petrol,0.0,-0.7869075754576857,-1.3250189753023558,1,1,2
 4 Series,0.4955798654065009,25320,Automatic,-0.5281813798208105,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,0,0
 2 Series,0.4955798654065009,24500,Manual,-0.6853542533958283,Diesel,0.0,0.37794474988187193,-0.27186395379305184,1,1,0
 2 Series,0.4955798654065009,21850,Manual,-0.6612291326182985,Petrol,0.0,-0.03439235643301584,-1.3250189753023558,1,1,2
 4 Series,0.4955798654065009,32991,Semi-Auto,-0.4983682224371965,Petrol,0.0,-0.7147485818525808,-0.27186395379305184,3,2,2
 X2,0.4955798654065009,29374,Automatic,-0.8493266190057055,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,12,0,0
 X2,0.4955798654065009,30361,Automatic,-0.8493266190057055,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,12,0,0
 X2,0.4955798654065009,29375,Automatic,-0.8493266190057055,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,12,0,0
 3 Series,0.4955798654065009,33610,Automatic,-0.8493266190057055,Petrol,0.0,-1.054926694562363,-0.27186395379305184,2,0,2
 X3,-0.932718708948922,20340,Automatic,1.1329868280802098,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,0,0
 3 Series,-0.21856942177121053,18300,Automatic,1.1180148696572985,Diesel,0.0,1.1407683965644142,-0.27186395379305184,2,0,0
 2 Series,-0.932718708948922,20499,Semi-Auto,0.0979603049661885,Petrol,0.0,-1.395104807272145,1.8344460892255559,1,2,2
 4 Series,-0.932718708948922,21167,Semi-Auto,0.38752713402765016,Diesel,0.0,0.37794474988187193,1.8344460892255559,3,2,0
 4 Series,-0.21856942177121053,20397,Automatic,-0.1337454620678644,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,0,0
 2 Series,-0.932718708948922,15552,Semi-Auto,2.8508392628487593,Diesel,0.0,1.4397127986427083,-0.27186395379305184,1,2,0
 3 Series,0.4955798654065009,26832,Semi-Auto,-0.5932995920008095,Petrol,0.0,-0.9827677009572573,-0.27186395379305184,2,2,2
 3 Series,0.4955798654065009,27372,Semi-Auto,-0.44312234965396435,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,2,0
 4 Series,-0.932718708948922,21490,Semi-Auto,2.343427169747381,Diesel,0.0,-0.13747663301173776,1.8344460892255559,3,2,0
 4 Series,-3.075166570482056,13130,Automatic,2.2045606208815998,Petrol,0.0,-0.4776547457215199,-0.27186395379305184,3,0,2
 3 Series,-0.21856942177121053,21980,Semi-Auto,-0.22423100991637712,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,2,2,2
 X3,-1.6468679961266333,18991,Semi-Auto,1.7163047889938159,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 X1,-0.932718708948922,18991,Semi-Auto,1.0593692508566364,Diesel,0.0,0.6047301583550605,-0.27186395379305184,11,2,0
 1 Series,-0.932718708948922,22995,Semi-Auto,-0.07608053923376883,Petrol,0.0,-1.2301699647461906,1.8344460892255559,0,2,2
 3 Series,-0.21856942177121053,18995,Semi-Auto,1.1875789035523978,Diesel,0.0,1.2850863837746254,-0.27186395379305184,2,2,0
 X3,-1.6468679961266333,21856,Semi-Auto,0.456371990880601,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 3 Series,-0.21856942177121053,19495,Automatic,0.7006306662867019,Diesel,0.0,0.8624408498018653,-0.27186395379305184,2,0,0
 X1,-1.6468679961266333,18995,Automatic,0.7312937601746733,Diesel,0.0,0.37794474988187193,-0.27186395379305184,11,0,0
 2 Series,-1.6468679961266333,18412,Semi-Auto,0.6109950549425466,Diesel,0.0,0.37794474988187193,-0.27186395379305184,1,2,0
 5 Series,-0.932718708948922,23920,Automatic,0.7269133181906774,Diesel,0.0,0.16146776906655572,1.8344460892255559,4,0,0
 4 Series,-0.21856942177121053,20397,Automatic,-0.04528668588358855,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,0,0
 3 Series,-0.21856942177121053,20940,Automatic,-0.2558747997709148,Petrol,0.0,-0.31271990319556464,-0.27186395379305184,2,0,2
 2 Series,-0.21856942177121053,15297,Automatic,-0.21965442873906796,Petrol,0.0,-1.1167772605095962,-1.3250189753023558,1,0,2
 1 Series,1.2097291525842124,32451,Semi-Auto,-0.8439001013240389,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,0,2,0
 4 Series,1.2097291525842124,32748,Semi-Auto,-0.8563222502338781,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,2,0
 4 Series,1.2097291525842124,35100,Semi-Auto,-0.8563222502338781,Diesel,0.0,-0.03439235643301584,1.8344460892255559,3,2,0
 X3,-2.361017283304345,22202,Semi-Auto,0.1698780091810469,Diesel,0.0,0.2645520456452776,-0.27186395379305184,13,2,0
 3 Series,-0.21856942177121053,22162,Semi-Auto,0.08043853703020482,Diesel,0.0,1.2850863837746254,-0.27186395379305184,2,2,0
 4 Series,0.4955798654065009,28532,Semi-Auto,-0.659267740685166,Diesel,0.0,0.7387397179073987,-0.27186395379305184,3,2,0
 2 Series,0.4955798654065009,20949,Manual,-0.8493266190057055,Petrol,0.0,-0.9209171350100247,-1.3250189753023558,1,1,2
 5 Series,0.4955798654065009,38260,Automatic,-0.8493266190057055,Diesel,0.0,0.8624408498018653,1.8344460892255559,4,0,0
 X2,0.4955798654065009,34368,Automatic,-0.8493266190057055,Petrol,0.0,-1.8280587689027774,-0.27186395379305184,12,0,2
 X1,0.4955798654065009,28560,Manual,-0.8493266190057055,Diesel,0.0,1.7695824836946188,-0.27186395379305184,11,1,0
 2 Series,0.4955798654065009,25671,Automatic,-0.8493266190057055,Petrol,0.0,-0.3951873244585426,-0.27186395379305184,1,0,2
 X6,-0.21856942177121053,40092,Semi-Auto,-0.09654439506945127,Diesel,0.0,-0.7147485818525808,1.8344460892255559,16,2,0
 X2,0.4955798654065009,28266,Semi-Auto,-0.7026145024073943,Petrol,0.0,-1.2920205306934232,-0.27186395379305184,12,2,2
 4 Series,0.4955798654065009,32170,Automatic,-0.6612291326182985,Petrol,0.0,-1.054926694562363,1.8344460892255559,3,0,2
 X1,0.4955798654065009,30850,Semi-Auto,-0.3488447774013954,Diesel,0.0,-0.13747663301173776,-0.27186395379305184,11,2,0
 X3,0.4955798654065009,42830,Automatic,-0.27476954206009124,Diesel,0.0,-1.549731222140228,1.8344460892255559,13,0,0
 1 Series,-0.932718708948922,19548,Manual,0.48193546574242796,Petrol,0.0,-1.6012733604295888,1.8344460892255559,0,1,2
 X2,0.4955798654065009,33520,Semi-Auto,-0.6458648958087606,Petrol,0.0,-1.8280587689027774,-0.27186395379305184,12,2,2
 X4,0.4955798654065009,37540,Automatic,-0.595718642051673,Diesel,0.0,-0.9209171350100247,-0.27186395379305184,14,0,0
 2 Series,0.4955798654065009,23920,Manual,-0.6510298945660096,Diesel,0.0,0.8624408498018653,-0.27186395379305184,1,1,0
 4 Series,0.4955798654065009,28970,Semi-Auto,-0.5041870185054895,Diesel,0.0,0.8624408498018653,-0.27186395379305184,3,2,0
 4 Series,0.4955798654065009,26352,Semi-Auto,-0.6393923024294234,Diesel,0.0,1.4397127986427083,-0.27186395379305184,3,2,0
 X4,0.4955798654065009,39263,Semi-Auto,-0.4539753850172975,Diesel,0.0,-1.1167772605095962,1.8344460892255559,14,2,0
 6 Series,0.4955798654065009,34442,Semi-Auto,0.24983742032174855,Diesel,0.0,-0.3951873244585426,1.8344460892255559,5,2,0
 2 Series,-0.21856942177121053,17722,Manual,0.422178391512991,Petrol,0.0,0.05838349248783377,-1.3250189753023558,1,1,2
 2 Series,1.2097291525842124,35440,Semi-Auto,-0.8181404872688987,Petrol,0.0,-1.6012733604295888,-0.27186395379305184,1,2,2
 X2,0.4955798654065009,28955,Semi-Auto,-0.5100058145737827,Diesel,0.0,-0.31271990319556464,-0.27186395379305184,12,2,0
 3 Series,0.4955798654065009,27596,Automatic,-0.033060676167062625,Diesel,0.0,0.05838349248783377,-0.27186395379305184,2,0,0
 1 Series,0.4955798654065009,24600,Semi-Auto,-0.39500286756111364,Petrol,0.0,-1.168319398798957,-1.3250189753023558,0,2,2
 3 Series,0.4955798654065009,39600,Automatic,-0.14799824344862722,Diesel,0.0,-0.848758141404919,1.8344460892255559,2,0,0
 2 Series,0.4955798654065009,25460,Semi-Auto,-0.5017025887235217,Diesel,0.0,0.8624408498018653,-0.27186395379305184,1,2,0
 5 Series,0.4955798654065009,36380,Automatic,-0.47823126525703613,Diesel,0.0,0.16146776906655572,1.8344460892255559,4,0,0
 3 Series,0.4955798654065009,26580,Semi-Auto,0.0066902003444227484,Diesel,0.0,0.8624408498018653,-0.27186395379305184,2,2,0
